향수명,등록일,주요제품특징,종류,성별,타입,메인향,네이버쇼핑url,가격(최저가),이미지url,리뷰내용,리뷰등록일
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,"음 현재 사용한지 한달?향베이스가 너무강해 손이많이가진않아요, 대표전화로 다른향수추천과함께,핑크박스에든 향수를 추가 배송해주셨는데요, 첫향은 달콤꽃향이나요,집에뿌린후 외출하고들어왔을때 단향이 꽤 남아있습니다, 첫번째(오렌지색박스),두번째(핑크박스)에든 향수는,둘다 비슷한 계열이 들어간건지 우드향이 나긴합니다..아마 ..존바바토스 써보신분들은 아실듯,아무튼 리뷰보시고 대표님이 끝까지 신경써주시더라구요^^ㅎㅎ;시원한 플로럴향,비누+시트러스계열이 필요하시면 다른향수도 추천해주셨어요,무튼 번창하세요.(알바아님×)냉무.",20.12.29.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,"평소 향수를 좋아하는데 이번에 에르게니아 스위티 구르망을 써봤어요. 향이 포근해 겨울에 쓰기 좋은거 같고, 바닐라 향이 젤 강하게 느껴져서인지 은은하고 달달해요. 20대 여자향수로 딱인거같아요. 뿌리고 나면 귀여운 느낌?이랄까요. 분사력도 좋아 한번만 뿌려도 전체적인 향이 나서 더 좋았어요.ㅎㅎ",22.01.02.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,누가 복숭아 향수라 그랬는데 상콤달콤생콤한 그런 복숭아 향은 전혀전혀 아니네요 어디선가 많이 맡아본 향 같다라고 생각은 했는데 안나수이 향수쪽들이랑 친구같은 향이에요수이드림과 비슷하다해야하나 분명 맡아본 향인데 기억이 잘 안나네요 뿌려놓았더니 시간 지나고 잔향이 은은해서 좋아요 생각했던 향은 아니지만 잘 사용 할 것 같습니다,20.05.27.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,친구 향수 냄새가 너무 좋아 물어봐서 알게됐어요. 향이 은은하게 달달하면서 고급지다 그래야 되나? 무튼 너무 마음에 듭니닷. 지속력도 꽤 오래가는 편이구여. 남자친구도 만날 때 뿌리고 갔더니 향 좋다고 내내 킁킁 거리더라구요 ㅎㅎ 봄내내 데일리 향수로 사용할 것 같아요 ~! 잘 사용할게용 ^^,20.04.19.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,역시 사람들이 많이 쓰는 향수는 이유가 있습니다향도 고급지고 무엇보다 오래가서 한번 뿌려두면아침부터 저녁까지 계속해서 지속이 된다는 점이 가장 큰 장점입니다어울리는 계절은 현재 겨울이라고 할 수 있겠고손이 많이 가는 제품이네요!!!!,22.01.07.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,오자마자 뿌렸어요 ^^ 계속 코 대고있는건 뭐죠? 명품이라고해도 손색없네요 뿌려보면 압니다 오? 오~~~~~ 이런반응일꺼에요 여태껏 향수 사고 유지력이 없어서 늘 아쉬웠는데 정말 잘 산거같아요 ^^ 다쓰고 또 구매각입니다!!👍,20.06.03.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,"비오는날도 향이 은은하게 멀리 퍼지네요^^ 엄마가 향 좋다고 자꾸 말씀 하셔서 바로 선물로 드렸어요~ㅋㅋㅋ나이대 불문, 계절상관없이 데일리 향수로사용하기 좋은것 같아요~ 너무 가볍지도 너무 무겁지도 않은 흔하진 않지만기본템으로 소장해야할 향수네요^^!",20.07.22.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,검색하다가 들어와서 구매해봤는데 일단 대만족입니다 뿌리자마자 느낌왔어요 선물용으로도 좋을것같고  다쓰고 재구매 하려구요 저는 구찌스탈 좋아하는데 이정도 퀄리티면 명품급이에요 가성비 따지시는분들은 고민말고 구매 하세요,20.11.21.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,"무슨향인지몰라서 걱정하면서 구매했는데, 오자마자 쪼끔 뿌려봤는데 음... 처음에는 꽃향기가 딱나면서 뒤에는 초콜릿향? 달달한 커피향? 무튼 달달구리한 향이 났어요 ㅋㅋㅋ 그리고 살짝 뿌린거라 많이 안나겠지하고 안 씻고 있었는데...엄첨 오래 향이 남더라구요 놀랬어용",20.07.01.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,향이 딱 제가 찾던 향수에요.박스패키지도 예뻐서 선물용으로도 참 괜찮겠다 싶더라구요. 왠만하면 호불호도 없을 것 같은 향이네요! 저는 친구가 꾸준히 쓰는건데 향 너무 좋아서 물어봐서 저도 구매했네요 *.*제 스타일의 향을 찾아서 넘 좋아요.,20.11.22.
에르게니아 스위티 구르망 우먼 오드퍼퓸,2020.05.,"향, 지속력",퍼퓸,여성용,스프레이,"플로럴, 플로럴알데히드, 플로럴아쿠아틱, 플로럴머스크, 그린, 시트러스, 시트러스머스크, 시트러스아쿠아틱우디, 아로마틱, 아로마틱푸제아프레쉬, 아로마틱아쿠아, 아쿠아틱시트러스, 아로마틱스파이시우디, 아로마틱푸제아우디, 아로마틱스파이시레더, 아로마틱우디, 아로마틱토닉, 아로마틱우디프루티, 오리엔탈, 오리엔탈앰버플로럴, 푸제르오리엔탈, 세미오리엔탈, 오리엔탈푸제아, 화이트우디오리엔탈, 오리엔탈우디, 우디, 우디머스크, 우디스파이시, 우디시트러스, 우디아로마틱, 우디프레쉬아로마, 우디마린, 우디오리엔탈, 우디시트러스아쿠아틱, 우디레더, 스파이시, 스파이시우디, 머스크, 머스크시트러스, 아쿠아틱, 아쿠아틱우디, 프루티, 프루티프레쉬, 후제르그린프루티, 프루티플로럴우디, 후제르앰버리프루티, 프레쉬프루티, 프레쉬우디푸제아, 프레쉬아로마틱, 프레쉬오리엔탈우디, 화이트우디프레쉬, 시프레, 구르몽, 바닐라",https://search.shopping.naver.com/catalog/22856706427?query=%ED%96%A5%EC%88%98&NaPm=ct%3Dl00hcc2g%7Cci%3De4ed91390f6a9fe5390423398a47671c35c08310%7Ctr%3Dslsl%7Csn%3D95694%7Chk%3D824f8beb80620eb1c2aa31ed2efe1f5b0c34a93e,"39,000",https://shopping-phinf.pstatic.net/main_2285670/22856706427.20200514120600.jpg?type=f640,"딱 첫향이 되게 강합니다. 처음 뿌리고 향을 어느정도 날아가고 나면 그 다음부터 향이 은은한게 좋아요. 저는 뿌린지 3시간 뒤부터가 정말 진또인것같습니다. 그리구 제가 무리한 부탁을 해주셨는데 정말 바로 대응을 해주시더라구요! 서비스적인게 정말 좋았습니다, 많이 파시요!",21.05.24.
